student_id,city,age,gender,platform_usage_months,subscription_plan,monthly_logins,avg_study_session_minutes,monthly_study_minutes,engagement_level,subscription_renewed
STUDENT-001839,Tetovo,35.0,Female,27.0,Quarterly,8.0,60.0,531.0,Moderate,1
STUDENT-001840,Prilep,18.0,Female,19.0,Monthly,7.0,,472.0,High,1
STUDENT-001841,Skopje,26.0,Male,25.0,Monthly,6.0,57.0,359.0,,0
STUDENT-001842,Veles,18.0,Female,14.0,Annually,9.0,,315.0,High,1
STUDENT-001843,Veles,21.0,Male,5.0,Monthly,7.0,82.0,656.0,High,1
STUDENT-001844,,22.0,Male,40.0,Annually,7.0,77.0,492.0,,1
STUDENT-001845,Tetovo,22.0,,38.0,Monthly,5.0,34.0,,Moderate,1
STUDENT-001846,Prilep,21.0,,30.0,Monthly,6.0,73.0,,Moderate,1
STUDENT-001847,Tetovo,25.0,Female,15.0,Monthly,8.0,59.0,,High,1
STUDENT-001848,Tetovo,21.0,Male,16.0,Annually,3.0,57.0,201.0,Low,1
STUDENT-001849,Bitola,,Female,36.0,Monthly,6.0,,,Moderate,1
STUDENT-001850,Skopje,29.0,Female,15.0,Monthly,5.0,33.0,84.0,Moderate,0
STUDENT-001851,Ohrid,29.0,Male,,Monthly,6.0,,315.0,Moderate,1
STUDENT-001852,Prilep,,,42.0,Annually,8.0,61.0,427.0,Moderate,1
STUDENT-001853,Bitola,18.0,Male,19.0,Annually,4.0,61.0,269.0,,1
STUDENT-001854,Skopje,26.0,Female,41.0,Quarterly,7.0,39.0,250.0,Moderate,0
STUDENT-001855,Veles,29.0,Male,3.0,Monthly,,66.0,269.0,High,0
STUDENT-001856,Ohrid,18.0,Male,26.0,Quarterly,3.0,75.0,,High,0
STUDENT-001857,Tetovo,,Male,44.0,Monthly,,66.0,298.0,Low,1
STUDENT-001858,Tetovo,24.0,Male,20.0,Monthly,6.0,56.0,389.0,Moderate,1
STUDENT-001859,Kumanovo,36.0,Female,16.0,Monthly,1.0,100.0,,High,0
STUDENT-001860,Kumanovo,36.0,Female,5.0,Quarterly,7.0,46.0,278.0,Moderate,0
STUDENT-001861,Ohrid,18.0,Male,32.0,Monthly,5.0,71.0,276.0,High,0
STUDENT-001862,,39.0,Female,10.0,Monthly,6.0,63.0,,Moderate,1
STUDENT-001863,,19.0,Female,,Quarterly,6.0,90.0,,Moderate,1
STUDENT-001864,Veles,30.0,Female,,Monthly,3.0,,269.0,Moderate,0
STUDENT-001865,Prilep,30.0,Female,38.0,Quarterly,7.0,69.0,,Moderate,1
STUDENT-001866,Skopje,19.0,Male,33.0,Quarterly,4.0,67.0,234.0,Moderate,1
STUDENT-001867,Veles,27.0,Male,19.0,Monthly,5.0,,115.0,Moderate,0
STUDENT-001868,Skopje,,Female,6.0,Monthly,10.0,,,High,0
STUDENT-001869,Veles,28.0,Female,38.0,Monthly,2.0,55.0,,High,1
STUDENT-001870,Skopje,26.0,Female,15.0,Monthly,10.0,74.0,,,1
STUDENT-001871,Bitola,32.0,Female,6.0,Quarterly,,63.0,,Moderate,0
STUDENT-001872,Tetovo,25.0,,1.0,Quarterly,9.0,,537.0,Moderate,1
STUDENT-001873,Stip,23.0,Female,12.0,Monthly,3.0,80.0,181.0,Moderate,0
STUDENT-001874,Prilep,31.0,Male,2.0,Monthly,5.0,30.0,77.0,,0
STUDENT-001875,Skopje,28.0,Male,12.0,Quarterly,,40.0,244.0,Moderate,1
STUDENT-001876,Bitola,29.0,Male,28.0,Monthly,4.0,30.0,157.0,,1
STUDENT-001877,Stip,21.0,Male,15.0,Annually,12.0,,929.0,Very High,1
STUDENT-001878,Kumanovo,18.0,Female,24.0,Quarterly,9.0,58.0,456.0,High,0
STUDENT-001879,,21.0,Male,11.0,Annually,,74.0,,Moderate,1
STUDENT-001880,Prilep,,Female,20.0,Monthly,4.0,58.0,,Moderate,1
STUDENT-001881,Ohrid,29.0,Female,43.0,Annually,9.0,75.0,711.0,High,1
STUDENT-001882,Bitola,30.0,Female,15.0,Monthly,,58.0,644.0,Moderate,1
STUDENT-001883,Veles,24.0,Female,24.0,Monthly,,66.0,456.0,Moderate,1
STUDENT-001884,Tetovo,33.0,Male,1.0,Monthly,,63.0,313.0,Moderate,1
STUDENT-001885,Bitola,33.0,Male,38.0,Monthly,8.0,65.0,587.0,,1
STUDENT-001886,Kumanovo,26.0,Male,14.0,Annually,7.0,85.0,533.0,Moderate,1
STUDENT-001887,Prilep,20.0,Male,32.0,Quarterly,,35.0,351.0,Moderate,1
STUDENT-001888,Skopje,34.0,Female,18.0,Quarterly,11.0,,576.0,High,1
STUDENT-001889,Prilep,24.0,Male,27.0,Quarterly,4.0,62.0,,High,0
STUDENT-001890,Bitola,25.0,Male,28.0,Quarterly,5.0,60.0,381.0,Moderate,1
STUDENT-001891,Bitola,22.0,,14.0,Quarterly,12.0,54.0,605.0,Moderate,1
STUDENT-001892,Stip,19.0,Female,,Annually,2.0,51.0,,Moderate,1
STUDENT-001893,Kumanovo,18.0,Female,10.0,Quarterly,7.0,82.0,512.0,High,1
STUDENT-001894,Bitola,28.0,Male,,Quarterly,,,315.0,Moderate,1
STUDENT-001895,Veles,20.0,Female,15.0,Monthly,4.0,96.0,493.0,Moderate,1
STUDENT-001896,Tetovo,43.0,Female,24.0,Annually,6.0,67.0,494.0,High,1
STUDENT-001897,Veles,18.0,Female,14.0,Monthly,4.0,,225.0,Moderate,0
STUDENT-001898,,18.0,Male,20.0,Monthly,3.0,,262.0,High,0
STUDENT-001899,Ohrid,28.0,Female,7.0,Annually,,61.0,667.0,High,1
STUDENT-001900,Tetovo,34.0,Male,22.0,Monthly,5.0,80.0,,Moderate,1
STUDENT-001901,Tetovo,25.0,Male,20.0,Monthly,9.0,42.0,353.0,Moderate,1
STUDENT-001902,Kumanovo,28.0,Female,,Monthly,,32.0,,Moderate,0
STUDENT-001903,Bitola,18.0,Female,19.0,Monthly,8.0,65.0,492.0,Moderate,1
STUDENT-001904,Ohrid,20.0,Male,21.0,Monthly,8.0,72.0,555.0,Moderate,1
STUDENT-001905,,18.0,Female,12.0,Annually,4.0,,228.0,High,1
STUDENT-001906,Ohrid,18.0,Male,18.0,Quarterly,9.0,70.0,641.0,Moderate,1
STUDENT-001907,Bitola,,,7.0,Annually,5.0,67.0,311.0,Moderate,1
STUDENT-001908,Skopje,18.0,Female,48.0,Quarterly,5.0,37.0,214.0,Low,1
STUDENT-001909,Stip,18.0,Female,32.0,Annually,9.0,,547.0,Moderate,1
STUDENT-001910,Skopje,21.0,Female,23.0,Monthly,,79.0,521.0,Moderate,1
STUDENT-001911,Stip,20.0,Female,34.0,Quarterly,5.0,62.0,,High,1
STUDENT-001912,Skopje,27.0,Female,1.0,Monthly,5.0,40.0,,High,0
STUDENT-001913,Veles,26.0,Female,1.0,Monthly,6.0,54.0,457.0,Moderate,1
STUDENT-001914,Ohrid,30.0,Female,15.0,Monthly,3.0,68.0,271.0,Moderate,1
STUDENT-001915,,29.0,Male,3.0,Monthly,6.0,86.0,644.0,Moderate,1
STUDENT-001916,,31.0,Female,17.0,Quarterly,6.0,30.0,176.0,Moderate,1
STUDENT-001917,,24.0,Male,22.0,Quarterly,7.0,65.0,355.0,,1
STUDENT-001918,Prilep,26.0,Female,31.0,Monthly,,,,Moderate,1
STUDENT-001919,Tetovo,28.0,Male,6.0,Monthly,1.0,67.0,30.0,Moderate,0
STUDENT-001920,Prilep,25.0,Male,24.0,Monthly,1.0,68.0,10.0,Low,0
STUDENT-001921,Tetovo,22.0,Female,20.0,Annually,6.0,56.0,204.0,High,0
STUDENT-001922,,23.0,Male,24.0,Monthly,5.0,69.0,406.0,Moderate,1
STUDENT-001923,Prilep,,Male,13.0,Annually,10.0,77.0,658.0,High,1
STUDENT-001924,Ohrid,27.0,Female,36.0,Annually,7.0,57.0,,Moderate,1
STUDENT-001925,Bitola,24.0,Male,18.0,Monthly,8.0,39.0,,High,0
STUDENT-001926,,21.0,Male,41.0,Monthly,7.0,81.0,520.0,Moderate,1
STUDENT-001927,Bitola,21.0,Female,10.0,Quarterly,8.0,,599.0,Moderate,0
STUDENT-001928,Bitola,18.0,Male,28.0,Annually,9.0,68.0,588.0,Moderate,1
STUDENT-001929,Stip,,Male,,Monthly,4.0,49.0,,Moderate,0
STUDENT-001930,,25.0,Male,16.0,Monthly,8.0,,,High,1
STUDENT-001931,Prilep,19.0,Male,27.0,Annually,4.0,,,Moderate,0
STUDENT-001932,Veles,29.0,,16.0,Quarterly,7.0,,473.0,Moderate,0
STUDENT-001933,Stip,,Male,1.0,Monthly,7.0,61.0,424.0,Moderate,0
STUDENT-001934,Bitola,18.0,Female,1.0,Quarterly,,44.0,,Moderate,0
STUDENT-001935,,31.0,Female,35.0,Annually,,49.0,,High,0
STUDENT-001936,Ohrid,,Male,34.0,Monthly,1.0,43.0,0.0,Moderate,0
STUDENT-001937,Tetovo,22.0,Male,42.0,Monthly,9.0,61.0,553.0,High,1
STUDENT-001938,Stip,25.0,Female,19.0,Monthly,8.0,54.0,,High,1
STUDENT-001939,Bitola,31.0,Female,4.0,Monthly,11.0,65.0,722.0,Moderate,1
STUDENT-001940,Bitola,25.0,Male,14.0,Annually,,46.0,,,0
STUDENT-001941,Ohrid,18.0,,,Monthly,6.0,57.0,386.0,Moderate,1
STUDENT-001942,Veles,28.0,Male,,Annually,2.0,45.0,,High,0
STUDENT-001943,Skopje,22.0,Female,39.0,Quarterly,8.0,62.0,,Moderate,1
STUDENT-001944,Prilep,,,46.0,Monthly,5.0,35.0,187.0,Moderate,1
STUDENT-001945,Skopje,24.0,Female,25.0,Annually,6.0,62.0,374.0,Moderate,1
STUDENT-001946,Bitola,18.0,Male,19.0,Quarterly,11.0,55.0,,Moderate,1
STUDENT-001947,Stip,27.0,Male,4.0,Monthly,9.0,62.0,531.0,High,1
STUDENT-001948,Skopje,36.0,Male,38.0,Monthly,4.0,35.0,152.0,,0
STUDENT-001949,Ohrid,34.0,,20.0,Monthly,5.0,69.0,314.0,Moderate,1
STUDENT-001950,,35.0,Male,16.0,Monthly,11.0,55.0,491.0,Moderate,1
STUDENT-001951,Tetovo,18.0,Female,25.0,Monthly,5.0,63.0,,Moderate,0
STUDENT-001952,,30.0,Male,12.0,Quarterly,7.0,31.0,183.0,High,0
STUDENT-001953,Prilep,20.0,Female,21.0,Monthly,,,,Moderate,1
STUDENT-001954,Stip,26.0,Male,,Monthly,7.0,54.0,332.0,,1
STUDENT-001955,,18.0,Male,33.0,Monthly,4.0,80.0,276.0,Moderate,1
STUDENT-001956,Tetovo,21.0,Female,18.0,Monthly,6.0,,339.0,Moderate,0
STUDENT-001957,,20.0,Female,33.0,Annually,3.0,61.0,,Moderate,0
STUDENT-001958,Kumanovo,30.0,Male,17.0,Monthly,6.0,46.0,,Moderate,1
STUDENT-001959,Bitola,29.0,Female,18.0,Monthly,6.0,43.0,259.0,High,1
STUDENT-001960,Veles,26.0,Male,5.0,Monthly,3.0,64.0,,Moderate,0
STUDENT-001961,Stip,18.0,Male,29.0,Annually,7.0,,388.0,High,1
STUDENT-001962,Bitola,23.0,Male,9.0,Annually,6.0,,425.0,Moderate,1
STUDENT-001963,Veles,,Male,14.0,Annually,5.0,85.0,,Moderate,1
STUDENT-001964,Veles,30.0,,20.0,Annually,0.0,49.0,0.0,Moderate,0
STUDENT-001965,Kumanovo,32.0,Male,21.0,Quarterly,3.0,62.0,187.0,Moderate,1
STUDENT-001966,,31.0,Female,1.0,Annually,12.0,34.0,387.0,High,1
STUDENT-001967,Prilep,20.0,,17.0,Monthly,5.0,63.0,,Moderate,0
STUDENT-001968,Veles,18.0,Male,29.0,Annually,4.0,,245.0,High,0
STUDENT-001969,Bitola,18.0,Male,15.0,Annually,4.0,44.0,196.0,Moderate,1
STUDENT-001970,Veles,33.0,Male,,Annually,,72.0,320.0,Moderate,1
STUDENT-001971,Stip,22.0,Female,21.0,Quarterly,8.0,81.0,678.0,Moderate,1
STUDENT-001972,Kumanovo,20.0,Female,18.0,Annually,4.0,49.0,204.0,Moderate,1
STUDENT-001973,Ohrid,34.0,Female,7.0,Monthly,2.0,67.0,196.0,Moderate,0
STUDENT-001974,Tetovo,32.0,Male,19.0,Quarterly,5.0,83.0,,Low,0
STUDENT-001975,Skopje,25.0,Male,31.0,Monthly,5.0,63.0,328.0,Moderate,1
STUDENT-001976,Stip,23.0,Female,7.0,Quarterly,3.0,71.0,251.0,,1
STUDENT-001977,Ohrid,24.0,,15.0,Quarterly,,33.0,160.0,,1
STUDENT-001978,Skopje,26.0,Female,3.0,Monthly,8.0,68.0,,Moderate,1
STUDENT-001979,,34.0,Male,,Monthly,5.0,67.0,,High,1
STUDENT-001980,Kumanovo,27.0,Male,18.0,Monthly,4.0,,,Moderate,0
STUDENT-001981,Tetovo,29.0,Female,9.0,Quarterly,7.0,,212.0,Moderate,1
STUDENT-001982,Skopje,32.0,Female,21.0,Quarterly,10.0,,645.0,Moderate,1
STUDENT-001983,Veles,18.0,Female,,Quarterly,8.0,55.0,430.0,Moderate,1
STUDENT-001984,Kumanovo,,Male,7.0,Monthly,6.0,76.0,505.0,Moderate,1
STUDENT-001985,Veles,23.0,Female,2.0,Annually,8.0,64.0,502.0,High,0
STUDENT-001986,Veles,18.0,Female,7.0,Quarterly,6.0,60.0,324.0,Moderate,0
STUDENT-001987,Bitola,18.0,Female,36.0,Monthly,3.0,57.0,78.0,,0
STUDENT-001988,Bitola,18.0,Female,11.0,Monthly,,64.0,503.0,Moderate,1
STUDENT-001989,,28.0,Female,25.0,Quarterly,2.0,72.0,162.0,High,0
STUDENT-001990,Tetovo,25.0,Female,9.0,Monthly,2.0,68.0,188.0,Moderate,0
STUDENT-001991,Prilep,26.0,Male,29.0,Monthly,6.0,53.0,292.0,Moderate,0
STUDENT-001992,Ohrid,,Male,7.0,Monthly,4.0,,,High,1
STUDENT-001993,Kumanovo,18.0,Female,,Monthly,,69.0,357.0,Moderate,1
STUDENT-001994,Veles,24.0,Male,20.0,Monthly,8.0,65.0,,Moderate,1
STUDENT-001995,Skopje,26.0,Male,47.0,Monthly,6.0,61.0,347.0,Moderate,0
STUDENT-001996,,20.0,Female,27.0,Annually,10.0,67.0,,,1
STUDENT-001997,Stip,25.0,Male,12.0,Quarterly,5.0,32.0,168.0,Moderate,0
STUDENT-001998,Ohrid,18.0,Female,28.0,Monthly,5.0,63.0,207.0,Moderate,0
STUDENT-001999,Ohrid,33.0,Female,45.0,Quarterly,7.0,,645.0,High,1
